Number,Entity,Transaction Date,Employee,Account Name,Bank Account,Reconciliation Date,Amount,AR Amount (CAD),Amount (CAD),Tax Amount,Withholding Tax Amount,Currency,Exchange Rate,Reverse Exchange Rate,Is Printed,Realized Amount (CAD),Gain/Loss (CAD),Attachments
00025759972024,Costco Vaughan Wet,04/03/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 24,174.00","32,924.99","32,924.99",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,0.00,0.00,No
27352,Top Banana,04/02/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 22,869.00","30,896.02","31,113.27",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"31,113.27",-217.25,Yes
19958,"Chiovitti Banana Co., Ltd",04/02/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 124,180.80","168,113.79","168,947.98",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"168,947.98",-834.19,No
00025630692024,Costco Vaughan Wet,04/01/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 72,522.00","98,690.35","98,629.92",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"98,629.92",60.43,No
00025630692024,Costco Varennes,04/01/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 24,174.00","32,888.73","32,876.64",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,876.64",12.09,No
00025571672024,Costco Vaughan Wet,04/01/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 24,174.00","32,912.90","32,876.64",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,876.64",36.26,No
,Equifruit,03/31/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,06/30/2024,USD 0.00,0.00,0.00,USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,0.00,0.00,No
564414,Courchesne Larose,03/29/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 49,440.00","66,991.20","67,287.84",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"67,287.84",-296.64,No
2000485520,Sobeys BCH,03/29/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 45,868.80","62,083.42","62,427.44",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"62,427.44",-344.02,Yes
2000485520,Sobeys Quebec City,03/29/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,04/30/2024,"USD 23,731.20","32,191.37","32,298.16",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,298.16",-106.79,Yes
00025497272024,Costco Vaughan Wet,03/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,695.34","32,900.81",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,900.81",-205.47,No
572261/354/779,Charlies Seattle,03/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 69,832.80","94,168.71","95,042.44",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"95,042.44",-873.73,No
00025432692024,Costco Varennes,03/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,731.60","32,949.16",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,949.16",-217.56,No
00025432692024,Costco Vaughan Wet,03/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,731.60","32,949.16",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,949.16",-217.56,No
564212,Courchesne Larose,03/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,720.00","33,446.16","33,693.36",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"33,693.36",-247.20,No
19896,"Chiovitti Banana Co., Ltd",03/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 112,612.80","152,996.74","153,491.25",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"153,491.25",-494.51,No
2000476531,Sobeys Quebec City,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 11,865.60","16,033.39","16,172.81",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"16,172.81",-139.42,No
00025297872024,Costco Varennes,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,707.42","32,949.16",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,949.16",-241.74,No
00025297872024,Costco Vaughan Wet,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 72,522.00","98,194.78","98,847.49",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"98,847.49",-652.71,No
2000476531,Sobeys BCH,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 91,737.60","123,948.97","125,038.35",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"125,038.35","-1,089.38",No
2000476531,Sobeys Quebec City,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 11,865.60","16,024.49","16,172.81",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"16,172.81",-148.32,No
27241,Top Banana,03/25/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","30,964.63","31,170.45",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"31,170.45",-205.82,No
27228,Top Banana,03/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","31,147.58","31,101.84",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"31,101.84",45.74,No
00025209252024,Costco Vaughan Wet,03/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 48,348.54","65,210.09","65,754.01",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"65,754.01",-543.92,No
00025209252024,Costco Varennes,03/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,671.16","32,876.64",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,876.64",-205.48,No
KPI01222,Krown Produce  Fresh At Its Best™,03/21/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 90,720.00","123,265.80","122,925.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"122,925.60",340.20,No
00025147102024,Costco Vaughan Wet,03/21/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 48,348.00","65,342.32","65,511.54",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"65,511.54",-169.22,No
564114,Courchesne Larose,03/20/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,720.00","33,569.76","33,718.08",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"33,718.08",-148.32,No
19829,"Chiovitti Banana Co., Ltd",03/20/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 134,640.00","182,540.76","183,648.96",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"183,648.96","-1,108.20",No
00025081482024,Costco Varennes,03/20/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,659.07","32,973.34",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,973.34",-314.27,No
27180,Top Banana,03/18/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","31,136.14","31,033.23",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"31,033.23",102.91,No
00024614102024,Costco Vaughan Wet,03/18/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 74,939.40","101,407.50","101,692.77",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"101,692.77",-285.27,No
00024946232024,Costco Varennes,03/18/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,828.29","32,804.12",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,804.12",24.17,No
00024863572024,Costco Vaughan Wet,03/15/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,840.38","32,828.29",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,828.29",12.09,No
00024800082024,Costco Vaughan Wet,03/14/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,586.55","32,659.07",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,659.07",-72.52,No
27136,Top Banana,03/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","31,010.36","30,964.63",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,964.63",45.73,No
19777,"Chiovitti Banana Co., Ltd",03/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 66,288.00","89,672.83","89,753.95",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"89,753.95",-81.12,No
00024745492024,Costco Varennes,03/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,634.90","32,731.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,731.60",-96.70,No
00024745492024,Costco Vaughan Wet,03/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.00","32,634.90","32,731.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,731.60",-96.70,No
2000455403,Sobeys Quebec City,03/11/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 6,048.00","8,264.59","8,170.85",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"8,170.85",93.74,No
2000455403,Sobeys BCH,03/11/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 46,080.00","62,300.16","62,254.08",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"62,254.08",46.08,No
00024614102024,Costco Vaughan Wet,03/11/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 70,105.68","94,657.17","94,712.78",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"94,712.78",-55.61,No
00024614102024,Costco Varennes,03/11/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 25,326.00","34,164.77","34,215.43",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,215.43",-50.66,No
2000453842,Sobeys BCH,03/08/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 45,868.80","61,934.35","61,877.01",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"61,877.01",57.34,No
2000453842,Sobeys Quebec City,03/08/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 11,865.60","16,030.43","16,006.69",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"16,006.69",23.74,No
27074,Top Banana,03/08/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","30,896.02","30,850.28",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,850.28",45.74,No
00024522252024,Costco Varennes,03/08/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,659.80","32,611.45",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,611.45",48.35,No
00024522252024,Costco Vaughan Wet,03/08/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,659.80","32,611.45",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,611.45",48.35,No
KPI01195,Krown Produce  Fresh At Its Best™,03/07/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 90,720.00","122,755.50","122,834.88",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"122,834.88",-79.38,No
00024458732024,Costco Vaughan Wet,03/07/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,792.76","32,732.33",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,732.33",60.43,No
19699,"Chiovitti Banana Co., Ltd",03/06/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 145,291.65","196,652.13","198,032.52",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"198,032.52","-1,380.39",No
564021,Courchesne Larose,03/06/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,720.00","33,396.72","33,693.36",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"33,693.36",-296.64,No
00024390772024,Costco Vaughan Wet,03/06/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,708.15","32,949.90",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,949.90",-241.75,No
00024390772024,Costco Varennes,03/06/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,708.15","32,949.90",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,949.90",-241.75,No
00024254852024,Costco Varennes,03/04/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 24,174.54","32,611.45","32,925.72",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,925.72",-314.27,No
00024254852024,Costco Vaughan Wet,03/04/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 72,523.62","97,810.18","98,777.17",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"98,777.17",-966.99,No
26999,Top Banana,03/01/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 22,869.00","30,827.41","31,124.71",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"31,124.71",-297.30,No
200664,GO FRESH,03/01/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,03/31/2024,"USD 9,065.28","12,061.36","12,337.85",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"12,337.85",-276.49,No
00024109002024,Costco Vaughan Wet,02/29/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 24,174.54","32,514.76","32,889.46",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,889.46",-374.70,No
563651,Courchesne Larose,02/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 46,080.00","62,058.24","62,737.92",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"62,737.92",-679.68,No
00024045722024,Costco Vaughan Wet,02/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 24,174.00","32,550.29","32,912.90",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,912.90",-362.61,No
00024045722024,Costco Varennes,02/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 24,174.00","32,550.29","32,912.90",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,912.90",-362.61,No
26965,Top Banana,02/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 22,869.00","30,930.32","30,930.32",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,0.00,0.00,No
2000437318,Sobeys BCH,02/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 23,040.00","31,219.20","31,161.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"31,161.60",57.60,No
19658,"Chiovitti Banana Co., Ltd",02/27/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 180,758.40","244,052.65","244,746.87",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"244,746.87",-694.22,No
2000435284,Sobeys BCH,02/26/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 45,974.40","62,042.82","62,249.34",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"62,249.34",-206.52,No
2000435284,Sobeys Quebec City,02/26/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 18,028.80","24,321.20","24,411.00",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"24,411.00",-89.80,No
00023924682024,Costco Varennes,02/26/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,126.78","34,291.40",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,291.40",-164.62,No
00023924682024,Costco Vaughan Wet,02/26/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 75,978.00","102,582.95","102,874.21",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"102,874.21",-291.26,No
00023842102024,Costco Vaughan Wet,02/23/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,139.45","34,266.08",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,266.08",-126.63,No
00023783602024,Costco Varennes,02/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,329.39","34,342.06",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,342.06",-12.67,No
00023783602024,Costco Vaughan Wet,02/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,240.75","34,342.06",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,342.06",-101.31,No
KPI01185,Krown Produce  Fresh At Its Best™,02/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 22,680.00","30,663.36","30,754.08",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"30,754.08",-90.72,No
2/22/2024,"Chiovitti Banana Co., Ltd",02/22/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 21,408.00","28,825.87","29,029.25",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"29,029.25",-203.38,No
00023722442024,Costco Vaughan Wet,02/21/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,088.80","34,342.06",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,342.06",-253.26,No
00023722442024,Costco Varennes,02/21/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,088.80","34,342.06",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,342.06",-253.26,No
563729,Courchesne Larose,02/21/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 24,720.00","33,273.12","33,520.32",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"33,520.32",-247.20,No
26888,Top Banana,02/20/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 22,869.00","30,827.41","30,907.45",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,907.45",-80.04,No
00023653992024,Costco Vaughan Wet,02/20/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,190.10","34,228.09",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,228.09",-37.99,No
00023550082024,Costco Varennes,02/16/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,190.10","34,215.43",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,215.43",-25.33,No
00023550082024,Costco Vaughan Wet,02/16/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 75,978.00","102,861.55","102,646.28",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"102,646.28",215.27,No
26860,Top Banana,02/16/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 22,869.00","30,758.81","30,896.02",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,896.02",-137.21,No
2/16/2024,Latbio S.A.,02/16/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 2,000.00","2,662.00","2,717.00",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"2,717.00",-55.00,No
00023496272024,Costco Vaughan Wet,02/15/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,266.08","34,392.71",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,392.71",-126.63,No
00023430512024,Costco Vaughan Wet,02/14/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,088.80","34,405.37",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,405.37",-316.57,No
00023430512024,Costco Varennes,02/14/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","34,088.80","34,405.37",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,405.37",-316.57,No
563651,Courchesne Larose,02/14/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,526.40","34,256.43","34,677.61",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,677.61",-421.18,No
19516,"Chiovitti Banana Co., Ltd",02/14/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 112,036.80","151,135.42","152,201.99",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"152,201.99","-1,066.57",No
2000415929,Sobeys BCH,02/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 23,040.00","30,908.16","31,057.92",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"31,057.92",-149.76,No
2000415929,Sobeys Quebec City,02/13/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 6,048.00","8,113.39","8,152.70",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"8,152.70",-39.31,No
2000413878,Sobeys Quebec City,02/12/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 12,096.00","16,217.71","16,329.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"16,329.60",-111.89,No
2000413878,Sobeys BCH,02/12/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 46,080.00","61,781.76","62,208.00",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"62,208.00",-426.24,No
00023312412024,Costco Varennes,02/12/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","33,987.49","34,164.77",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,164.77",-177.28,No
00023312412024,Costco Vaughan Wet,02/12/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 75,978.00","101,949.81","102,494.32",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"102,494.32",-544.51,No
24040151586,Top Banana,02/09/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 22,869.00","30,918.89","30,850.28",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,850.28",68.61,No
00023225722024,Costco Vaughan Wet,02/09/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/29/2024,"USD 25,326.00","33,987.49","34,164.77",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,164.77",-177.28,No
