Status,Number,Date,Shipper,Consignee,Pieces,Weight (lb),Volume (ft³),Employee,Destination Agent,Volume weight (Vlb),Chargeable Weight (lb),Value,Method,Destination Port,Destination Country,Origin Port,Origin Country,Modes of Transportation,Commodities Description,Issued By Address,Destination Agent Address,Shipper Address,Consignee Address,Pieces On Hand,Weight On Hand (lb),Volume On Hand (ft³),Volume Weight On Hand (Vlb),Value On Hand,Has Understock,Understock Pieces
Delivered,4073,02/14/2024,COQUIMBA,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","13,089.58",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4072,02/14/2024,COQUIMBA,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","13,089.58",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4091,02/14/2024,APPBOSA,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","18,157.44",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4090,02/14/2024,Hacienda Celia María C.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","17,302.26",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4089,02/14/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","16,911.88",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4099,02/14/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","18,101.17",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4085,02/14/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,135.07",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4084,02/14/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,135.07",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4083,02/14/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,135.07",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4080,02/14/2024,Latbio S.A.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,483.04",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro., Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4079,02/14/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,109.70",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4076,02/13/2024,Marplantis Organic Sustainable Agriculture,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,118.81",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,4087,02/13/2024,ASOGUABO,United Safety Agents,961,"42,140.04","4,393.71",Claudia Ramirez,PSA PENN TERMINALS,"45,736.98","42,140.04","18,524.91",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1 Saville Avenue, Eddystone, PA 19022. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,1,"3,747.86","2,359.59","24,562.48",0.00,No,0
Delivered,4078,02/13/2024,Surgesa S.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,665.16",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4077,02/13/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,118.81",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4075,02/09/2024,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,PSA PENN TERMINALS,"24,562.48","3,747.86","18,260.06",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1 Saville Avenue, Eddystone, PA 19022. United States","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4074,02/09/2024,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,PSA PENN TERMINALS,"24,562.48","3,747.86","18,260.06",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1 Saville Avenue, Eddystone, PA 19022. United States","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4066,02/08/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,"ANACAPA FRESH LOGISTICS, LLC","24,562.48","3,747.86","18,021.86",Ocean,Hueneme,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","771 Mountain View Avenue, Oxnard, CA 93030. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4032,02/08/2024,PRIECOR S.A.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,"ANACAPA FRESH LOGISTICS, LLC","24,562.48","3,747.86","17,201.88",Ocean,Hueneme,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","771 Mountain View Avenue, Oxnard, CA 93030. United States","Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4054,02/08/2024,Marplantis Organic Sustainable Agriculture,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,099.77",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4053,02/08/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,099.77",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4071,02/06/2024,APPBOSA,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","18,117.12",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4069,02/06/2024,Hacienda Celia María C.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,238.22",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Luque 127 y Pedro Carbo, Guayaquil, Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4067,02/06/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","16,836.84",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4068,02/06/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,CHILL LOGISTICS/CHANNEL ISLAND,"24,562.48","3,747.86","17,080.74",Ocean,Hueneme,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5655 Arcturus Ave, Oxnard, CA 93033. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4064,02/06/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,052.47",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4063,02/06/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,052.47",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4062,02/06/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,052.47",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4049,02/06/2024,COQUIMBA,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","13,181.97",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4065,02/06/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","18,494.04",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4070,02/06/2024,Latbio S.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,444.16",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4061,02/06/2024,Surgesa S.A.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,625.87",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4056,02/06/2024,Surgesa S.A.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,645.51",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4055,02/06/2024,Surgesa S.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","17,645.51",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4050,02/06/2024,Coliman Pacific Corporation,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","24,562.48","19,782.71",Ground,Seattle,United States,Nogales,United States,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,3388,02/06/2024,Coliman Pacific Corporation,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","24,562.48","22,654.47",Ground,Toronto,Canada,Pharr,United States,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4052,02/02/2024,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,PSA PENN TERMINALS,"24,562.48","3,747.86","18,239.76",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1 Saville Avenue, Eddystone, PA 19022. United States","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4051,02/02/2024,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","18,239.76",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4100,02/02/2024,ASOCIACION DE DESARROLLO SOCIAL UNI,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86",116.06,Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,,0,0.00,0.00,0.00,0.00,No,0
Delivered,4044,02/01/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","18,082.61",Ocean,Port Hueneme,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4039,02/01/2024,PRIECOR S.A.,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","17,227.44",Ocean,Port Hueneme,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,3384,02/01/2024,COQUIMBA,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","12,934.73",Ocean,Philadelphia,United States,CORINTO,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,3345,02/01/2024,Marplantis Organic Sustainable Agriculture,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,DELAWARE AVENUE ENTERPRISES INC,"24,562.48","3,747.86","16,890.39",Ocean,Philadelphia,United States,Guayaquil,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4046,01/30/2024,Hacienda Celia María C.A.,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","17,359.89",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,4048,01/30/2024,APPBOSA,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","18,117.12",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4045,01/30/2024,ASOGUABO,United Safety Agents,1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","17,987.71",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,0,0.00,0.00,0.00,0.00,No,0
Delivered,4042,01/30/2024,ASOGUABO,"Equifruit, Inc.",1,"3,747.86","2,359.59",Claudia Ramirez,,"24,562.48","3,747.86","17,093.99",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0,0.00,0.00,0.00,0.00,No,0
