Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,PARS number,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Description,Job:Expense,Job:Income,Job:Customer,Type,Attachments,Partially Received,Received Quantity,Reference,Date,Employee,Buyer,Job,Weight (lb),Volume (ft³),Approved By,Approved Date,Payment Terms,Incoterms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Modes of Transportation,Last Event,Online,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Division,Template Name,Tax Amt. (CAD),Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Online Creator,Is Printed,Pallets,Ventilation,Container#,Bill of Lading,US Customs,Canadian Customs,Customer,Remark,Examination,Job:Due Date,Temperature Recorder,Band Packaging,Sticker Packaging,Cases Packaging,Cornerboards Packaging,Port of Loading,Customs Clearance,Buyer:Name,Buyer:Account Number
Open,4601,Coliman Pacific Corporation,,USD 16800.00,960,No,1/25/25,1/29/25,,,1/29/25,<none>,"24,301.20","24,301.20",0,13.9,,"24,301.20",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4601,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"24,301.20",0,"24,301.20",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4603,Coliman Pacific Corporation,,USD 15975.00,900,No,1/29/25,1/2/25,,,2/2/25,<none>,"23,107.84","23,107.84",0,13.9,,"23,107.84",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4603,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"23,107.84",0,"23,107.84",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4602,Coliman Pacific Corporation,,USD 15975.00,900,No,1/27/25,1/31/25,,,1/31/25,<none>,"23,107.84","23,107.84",0,13.9,,"23,107.84",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4602,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"23,107.84",0,"23,107.84",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4600,Coliman Pacific Corporation,,USD 15975.00,900,No,1/27/25,1/31/25,,,1/31/25,<none>,"23,107.84","23,107.84",0,13.9,,"23,107.84",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4600,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"23,107.84",0,"23,107.84",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4599,Coliman Pacific Corporation,,USD 15975.00,900,No,1/25/25,1/29/25,,,1/29/25,<none>,"23,107.84","23,107.84",0,13.9,,"23,107.84",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4599,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"23,107.84",0,"23,107.84",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4598,Coliman Pacific Corporation,,USD 15975.00,900,No,1/22/25,1/27/25,,,1/27/25,<none>,"23,107.84","23,107.84",0,13.9,,"23,107.84",0,,Unknown,No,No,0,,12/30/24,David Melo,"Equifruit, Inc.",4598,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.45,No,,,0,"23,107.84",0,"23,107.84",,No,Chep,25,,,<none>,<none>,,,,12/30/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
On Hand,4595,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13536.00,960,No,1/11/25,1/19/25,Wilmington,,1/30/25,Yes,"19,579.82","19,579.82",0,13.9,,"19,579.82",0,,Unknown,No,No,960,,12/30/24,David Melo,"Equifruit, Inc.",4595,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.69,No,1.45,No,,,0,"19,579.82",0,"19,579.82",,No,Chep,25,,DOLQSMRD4772WL,<none>,<none>,,,,12/30/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
On Hand,4593,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13536.00,960,No,1/11/25,1/19/25,Wilmington,,1/28/25,Yes,"19,579.82","19,579.82",0,13.9,,"19,579.82",0,,Unknown,No,No,960,,12/30/24,David Melo,"Equifruit, Inc.",4593,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.69,No,1.45,No,,,0,"19,579.82",0,"19,579.82",,No,Chep,25,,DOLQSMRD4771WL,<none>,<none>,,,,12/30/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
On Hand,4597,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,No,1/12/25,1/28/25,Halifax,,1/31/25,No,"18,356.09","18,356.09",0,13.9,,"18,356.09",0,,Unknown,No,No,900,,12/30/24,David Melo,"Equifruit, Inc.",4597,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.69,No,1.45,No,,,0,"18,356.09",0,"18,356.09",,No,Walk Global/Escobar,25,ZMOU8826571,ZIMUGYL00014087,<none>,<none>,,,,12/30/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
On Hand,4596,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,No,1/12/25,1/28/25,Halifax,,2/1/25,No,"18,356.09","18,356.09",0,13.9,,"18,356.09",0,,Unknown,No,No,900,,12/30/24,David Melo,"Equifruit, Inc.",4596,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.69,No,1.45,No,,,0,"18,356.09",0,"18,356.09",,No,Walk Global/Escobar,25,ZCLU9952001,ZIMUGYL00014084,<none>,<none>,,,,12/30/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
On Hand,4591,ASOGUABO,ZIM,USD 13747.20,960,Yes,1/5/25,1/21/25,Halifax,,1/27/25,Yes,"19,885.32",0,0,13.9,,"21,248.33",0,,Unknown,No,No,960,,12/24/24,David Melo,"Equifruit, Inc.",4591,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.45,Yes,,,0,"19,885.32",0,"19,885.32",,No,Tipo CHEP,25,GMOU9003455,ZIMUGYL00013980,<none>,<none>,,,,12/24/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
On Hand,4592,ASOGUABO,Seaboard,USD 13293.00,900,Yes,1/3/25,1/14/25,Philadelphia,,1/28/25,Yes,"19,228.32",0,0,13.9,,"20,510.45",0,,Unknown,No,No,900,,12/24/24,David Melo,"Equifruit, Inc.",4592,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.45,Yes,,,0,"19,228.32",0,"19,228.32",,No,Walk Global/Escobar,25,GCXU8019371,SMLU8391915A,<none>,<none>,,,,12/24/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
On Hand,4590,ASOGUABO,ZIM,USD 13293.00,900,Yes,1/5/25,1/21/25,Halifax,,1/27/25,Yes,"19,228.32",0,0,13.9,,"20,510.45",0,,Unknown,No,No,900,,12/24/24,David Melo,"Equifruit, Inc.",4590,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.45,Yes,,,0,"19,228.32",0,"19,228.32",,No,Walk Global/Escobar,25,ZMOU8955563,ZIMUGYL00014007,<none>,<none>,,,,12/24/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
On Hand,4594,ASOGUABO,Dole Shipping,USD 13293.00,900,Yes,1/3/25,1/12/25,San Diego,,,Yes,"19,228.32",0,0,13.9,,"27,706.55",0,,Unknown,No,No,900,,12/24/24,David Melo,"Equifruit, Inc.",4594,"35,992.67","1,906.99",,,Due on receipt,,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.45,Yes,,,0,"19,228.32",0,"19,228.32",,No,Walk Global/Escobar,25,CAAU4100075,DOLQGYQF9102SD,<none>,<none>,,,,12/24/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
On Hand,4589,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13728.00,960,Yes,1/4/25,1/12/25,Wilmington,,1/24/25,Yes,"19,802.64",0,0,13.9,,"21,281.67",0,,Unknown,No,No,960,,12/22/24,David Melo,"Equifruit, Inc.",4589,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.69,No,1.44,Yes,,,0,"19,802.64",0,"19,802.64",,No,Chep,25,SZLU9928636,DOLQSMRD4742WL,<none>,<none>,,,,12/22/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
On Hand,4576,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13728.00,960,Yes,1/4/25,1/12/25,Wilmington,,1/24/25,Yes,"19,802.64",0,0,13.9,,"21,281.67",0,,Unknown,No,No,960,,12/22/24,David Melo,"Equifruit, Inc.",4576,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.69,No,1.44,Yes,,,0,"19,802.64",0,"19,802.64",,No,Chep,25,SEGU9466391,DOLQSMRD4741WL,<none>,<none>,,,,12/22/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Open,4587,Coliman Pacific Corporation,,USD 15975.00,900,No,1/31/25,2/4/25,,,1/30/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4587,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4584,Coliman Pacific Corporation,,USD 15975.00,900,No,1/27/25,1/31/25,,,1/27/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4584,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4586,Coliman Pacific Corporation,,USD 16800.00,960,No,1/25/25,1/28/25,,,1/28/25,<none>,"24,234.00","24,234.00",0,13.9,,"24,234.00",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4586,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"24,234.00",0,"24,234.00",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
Open,4585,Coliman Pacific Corporation,,USD 15975.00,900,No,1/22/25,1/27/25,,,1/27/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4585,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4583,Coliman Pacific Corporation,,USD 15975.00,900,No,1/21/25,1/26/25,,,2/26/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4583,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4578,Coliman Pacific Corporation,,USD 15975.00,900,No,1/18/25,1/22/25,,,1/22/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4578,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4582,Coliman Pacific Corporation,,USD 16800.00,960,No,1/23/25,1/27/25,,,1/18/25,<none>,"24,234.00","24,234.00",0,13.9,,"24,234.00",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4582,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"24,234.00",0,"24,234.00",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4581,Coliman Pacific Corporation,,USD 15975.00,900,No,1/18/25,1/23/25,,,1/18/25,<none>,"23,043.94","23,043.94",0,13.9,,"23,043.94",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4581,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"23,043.94",0,"23,043.94",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4579,Coliman Pacific Corporation,,USD 12600.00,720,No,1/21/25,1/24/25,,,1/24/25,<none>,"18,175.50","18,175.50",0,13.9,,"18,175.50",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4579,"28,794.14","1,525.59",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"18,175.50",0,"18,175.50",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
Open,4580,Coliman Pacific Corporation,,USD 16800.00,960,No,1/17/25,1/22/25,,,1/22/25,<none>,"24,234.00","24,234.00",0,13.9,,"24,234.00",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4580,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"24,234.00",0,"24,234.00",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,4577,Coliman Pacific Corporation,,USD 12600.00,798,No,1/14/25,1/17/25,,,1/17/25,<none>,"18,175.50","18,175.50",0,13.9,,"18,175.50",0,,Unknown,No,No,0,,12/22/24,David Melo,"Equifruit, Inc.",4577,"28,794.14","1,690.87",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.69,No,1.44,No,,,0,"18,175.50",0,"18,175.50",,No,Chep,25,,,<none>,<none>,,,,12/22/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
On Hand,4574,Latbio S.A.,Maersk,USD 12690.00,900,Yes,12/28/24,1/13/25,Hueneme,,,Yes,"18,286.29",0,0,13.9,,"19,802.59",0,,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4574,"35,992.67","1,906.99",,1/24/25,Net 10,,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,286.29",0,"18,286.29",,No,Walk Global/Escobar,25,MNBU0537591,MAEU247964349,<none>,<none>,,,,12/19/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
On Hand,4573,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,12/28/24,1/13/25,Hueneme,,1/24/25,Yes,"18,454.89",0,0,13.9,,"26,214.24",0,,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4573,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,454.89",0,"18,454.89",,No,Walk Global/Escobar,25,MNBU3982076,MAEU247964310,<none>,<none>,,,,12/19/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Loading,4575,ASOGUABO,Seaboard,USD 13824.00,960,Yes,12/27/24,1/6/25,Philadelphia,,1/20/25,Yes,"19,920.38",0,0,13.9,,"26,845.60","33,006.37",,Unknown,No,No,960,,12/19/24,David Melo,"Equifruit, Inc.",4575,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.44,Yes,,,0,"19,920.38",0,"19,920.39",,No,Tipo CHEP,25,BEAU9710377,SMLU8386879A,<none>,<none>,,,,12/19/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
Loading,4572,ASOGUABO,Dole Shipping,USD 13023.00,900,Yes,12/27/24,1/5/25,San Diego,,1/25/25,Yes,"18,766.14",0,0,13.9,,"29,056.59","32,632.96",,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4572,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,766.14",0,"18,766.14",,No,Walk Global/Escobar,25,CAAU4105992,DOLQGYQF8998SD,<none>,<none>,,,,12/19/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
On Hand,4571,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,,1/22/25,Yes,"18,433.27",0,0,13.9,,"32,434.95",0,,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4571,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,433.27",0,"18,433.27",,No,Walk Global/Escobar,25,MNBU3774690,MAEU247963340,<none>,<none>,,,,12/19/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
On Hand,4570,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,,1/24/25,Yes,"18,433.27",0,0,13.9,,"26,192.54",0,,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4570,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,433.27",0,"18,433.27",,No,Walk Global/Escobar,25,MNBU3512093,MAEU247963283,<none>,<none>,,,,12/19/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
On Hand,4569,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,,1/23/25,Yes,"18,433.27",0,0,13.9,,"26,192.54",0,,Unknown,No,No,900,,12/19/24,David Melo,"Equifruit, Inc.",4569,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.69,No,1.44,Yes,,,0,"18,433.27",0,"18,433.27",,No,Walk Global/Escobar,25,MNBU3721318,MAEU247963276,<none>,<none>,,,,12/19/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
