"Status","Job:Number","Incoming Shipment:Name","Purchase Order:Seller","Purchase Order:Carrier","Purchase Order:Container#","Purchase Order:Bill of Lading","Purchase Order:Harvest date","Purchase Order:Departure Date","Purchase Order:Arrival Date","Part Number","Item Definition:Categories","Pieces","Purchase Order:Customer","Sales Order:Buyer","Purchase Order:Shipping Date","Cargo Release:Purchase Order","Incoming Shipment:x dock date","Incoming Shipment:Terminal","Purchase Order:Port of Arrival","Purchase Order:ISF","Purchase Order:ramass_au_port_par","Purchase Order:transporteur_local","Purchase Order:US Customs","Purchase Order:Canadian Customs","Purchase Order:instructions_livraison_envoyes","Purchase Order:PARS number","Purchase Order:Examination","Purchase Order:Remark","Purchase Order:Temperature","Purchase Order:Ventilation","Purchase Order:Pallets","Purchase Order:Number","Incoming Shipment:Container Number","Incoming Shipment:Master Waybill","Sales Order:Billing Client","Warehouse Receipt Date","Departure Date","Arrival Date","Description","Synced to Logistico","Incoming Shipment:Waybill Number","Package","Length (in)","Height (in)","Width (in)","Weight (lb)","Volume (ft³)","Pickup Order:Number","Location Code","Location Description","Container","Piece Weight (lb)","Piece Volume (ft³)","Warehouse Provider","Model","Serial","Invoice Number","Purchase Order Number","Lot Number","Warehouse Receipt","Pickup Order","Cargo Release","Waybill (out)","Master Waybill (out)","Waybill (in)","Master Waybill (in)","Shipper","Consignee","WHR Shipper","WHR Consignee","WHR Supplier","Supplier","Issued By","Destination Agent","WHR Destination Agent","Inland Carrier","Carrier (out)","Carrier (in)","Released to","Booking #","Notify Party     ","Place of Delivery","Entry Date","Out Date","Dangerous","Schedule B Code","Schedule B Description","Include EEI","License Type","Export Code","Notes","Quantity","Unitary Value","Value","Unit","Attachments","Item ID","VIN","Tracking Number","First External Tracking Number","Pallet ID","Modes of Transportation","Origin Port","Destination Port","Secondary Description","Dimensions","Entry Number","G.O. Number","C.F.S. Number","Customs Entry Date","Contained Pieces","Arrival Date (Incoming)","Cargo Release P.O.","Volume weight (Vlb)","Chargeable Weight (lb)","Ventilation Setup","Temperature Setup","Generator Setup","Job Number","Sales Order Number","In Task","In Pallet","Previous Location","Release Order","Is Overstock","Unidentified","Container Number","Contained Descriptions","Contained Part Numbers","Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Vehicle Type","Vehicle Manufacturer","Vehicle Body Type","Vehicle Country","Vehicle Engine Type","Vehicle Title Number","Vehicle Title State","Contained Item","Commodity Type","HTS","Manufacturer","Country","Is Cancelled","PO Line","SO Line","Expiration Date","Expired","On Hold","Hold Reason","Tracking #s","Requested Date","Promised Date","Lead Time","Pickup Date","Delivery Date","Imported Warehouse Receipt Number","Imported Pickup Order Number","Waybill Notes","NCM Code","Seal Number 1","Seal Number 2","Ship By","ETA Original ","Last event","Vessel arrived at Final POD","Vessel arrived at Final POD Date","Container Discharge at Final POD","Container Discharge at Final POD Date","Container Departure from Final POD","Container Departure from Final POD Date","Container Delivery to Consignee","Container Delivery to Consignee Date","Container Empty Return Depot","Container Empty Return Depot Date","Incoming Shipment:Notify Party     "
"Ordered","4584",,"Coliman Pacific Corporation",,,,,"27/01/2025","31/01/2025","007MXCOL",,"900",,,"27/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4584",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4584",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4584",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4586",,"Coliman Pacific Corporation",,,,,"25/01/2025","28/01/2025","001MXCOL","Organic","960",,,"28/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4586",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4586",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"960.00","25.24","24,234.00","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4586",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","2","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4585",,"Coliman Pacific Corporation",,,,,"22/01/2025","27/01/2025","007MXCOL",,"900",,,"27/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4585",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4585",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4585",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4583",,"Coliman Pacific Corporation",,,,,"21/01/2025","26/01/2025","007MXCOL",,"900",,,"26/02/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4583",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4583",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4583",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4578",,"Coliman Pacific Corporation",,,,,"18/01/2025","22/01/2025","007MXCOL",,"900",,,"22/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4578",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4578",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4578",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4582",,"Coliman Pacific Corporation",,,,,"23/01/2025","27/01/2025","001MXCOL","Organic","960",,,"18/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4582",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4582",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"960.00","25.24","24,234.00","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4582",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4581",,"Coliman Pacific Corporation",,,,,"18/01/2025","23/01/2025","007MXCOL",,"900",,,"18/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4581",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4581",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4581",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4579",,"Coliman Pacific Corporation",,,,,"21/01/2025","24/01/2025","001MXCOL","Organic","720",,,"24/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4579",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","28,794.14","1,525.59",,,,"No","39.99","2.12",,"Organic banana",,,"4579",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"720.00","25.24","18,175.50","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"15,880.88","28,794.14",,,"No","4579",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4580",,"Coliman Pacific Corporation",,,,,"17/01/2025","22/01/2025","001MXCOL","Organic","960",,,"22/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4580",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4580",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"960.00","25.24","24,234.00","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4580",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4577",,"Coliman Pacific Corporation",,,,,"14/01/2025","17/01/2025","001MXCOL","Organic","720",,,"17/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4577",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","28,794.14","1,525.59",,,,"No","39.99","2.12",,"Organic banana",,,"4577",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"720.00","25.24","18,175.50","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"15,880.88","28,794.14",,,"No","4577",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4577",,"Coliman Pacific Corporation",,,,,"14/01/2025","17/01/2025","008MXCOL",,"78",,,"17/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4577",,,,,,,"Banano Cavendish Organico Fairtrade con Banda - 100","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","0.00","165.27",,,,"No","0.00","2.12",,"Organic banana",,,"4577",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"78.00","0.00","0.00",,"No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con Banda - 100","15.75x24.02x9.06in",,,,,"0",,,"1,720.43","1,720.43",,,"No","4577",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","3","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"On Hand","4574","4574","Latbio S.A.","Maersk","MNBU0537591","MAEU247964349",,"28/12/2024","13/01/2025","007ECLAT",,"900",,,,,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4574",,"MAEU247964349",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247964349","Can Case","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic Banana",,,"4574",,"4574",,,,,"MAEU247964349","MAEU247964349","Latbio S.A.","United Safety Agents","Latbio S.A.","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Chiovitti Banana Co., Ltd","Toronto","12/24/2024",,"No",,,"No",,,,"900.00","20.32","18,286.29","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,851.10","35,992.67",,,"No","4574",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Latbio S.A.",,"No","1","0",,"No","No",,,,,"5",,,"4574",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4573","4573","Hacienda Celia María C.A.","Maersk","MNBU3982076","MAEU247964310",,"28/12/2024","13/01/2025","007ECHCM",,"900",,,"24/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4573",,"MAEU247964310",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247964310","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","0.00","1,908.00",,"RCV01","Receiving","No","0.00","2.12","Equifruit, Inc.","Organic banana",,,"4573",,"4573",,,,,"MAEU247964310","MAEU247964310","Hacienda Celia María C.A.","United Safety Agents","Hacienda Celia María C.A.","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Chiovitti Banana Co., Ltd","Toronto","12/24/2024",,"No",,,"No",,,,"900.00","20.51","18,454.89","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,861.59","0.00",,,"No","4573",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Hacienda Celia María C.A.",,"No","1","0",,"No","No",,,,,"5",,,"4573",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4571","4571","ASOGUABO","Maersk","MNBU3774690","MAEU247963340",,"28/12/2024","13/01/2025","007ECELG","Costco","900",,,"22/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4571",,"MAEU247963340",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247963340","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4571",,"4571",,,,,"MAEU247963340","MAEU247963340","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Courchesne Larose","Montreal","12/24/2024",,"No",,,"No",,,,"900.00","20.48","18,433.27","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,851.10","35,992.67",,,"No","4571",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"5",,,"4571",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4570","4570","ASOGUABO","Maersk","MNBU3512093","MAEU247963283",,"28/12/2024","13/01/2025","007ECELG","Costco","900",,,"24/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4570",,"MAEU247963283",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247963283","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4570",,"4570",,,,,"MAEU247963283","MAEU247963283","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Courchesne Larose","Montreal","12/24/2024",,"No",,,"No",,,,"900.00","20.48","18,433.27","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,851.10","35,992.67",,,"No","4570",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"5",,,"4570",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4569","4569","ASOGUABO","Maersk","MNBU3721318","MAEU247963276",,"28/12/2024","13/01/2025","007ECELG","Costco","900",,,"23/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4569",,"MAEU247963276",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247963276","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4569",,"4569",,,,,"MAEU247963276","MAEU247963276","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Top Banana","New York","12/24/2024",,"No",,,"No",,,,"900.00","20.48","18,433.27","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,851.10","35,992.67",,,"No","4569",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"5",,,"4569",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Top Banana"
"On Hand","4568","4568","PRIECOR S.A.","Maersk","MNBU0059276","MAEU247963254",,"28/12/2024","13/01/2025","007ECPRI",,"900",,,"23/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4568",,"MAEU247963254",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU247963254","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,991.00","1,908.00",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4568",,"4568",,,,,"MAEU247963254","MAEU247963254","PRIECOR S.A.","United Safety Agents","PRIECOR S.A.","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Krown Produce  Fresh At Its Best™","Calgary","12/24/2024",,"No",,,"No",,,,"900.00","20.32","18,286.29","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,861.59","35,991.00",,,"No","4568",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"PRIECOR S.A.",,"No","1","0",,"No","No",,,,,"5",,,"4568",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Krown Produce  Fresh At Its Best™"
"On Hand","4558","4558","Surgesa S.A.","ZIM","ZMOU8833713","ZIMUGYL00013835",,"29/12/2024","10/01/2025","007ECSUR",,"900",,,"14/01/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4558",,"ZIMUGYL00013835",,"12/26/2024","12/29/2024","01/10/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00013835","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4558",,"4558",,,,,"ZIMUGYL00013835","ZIMUGYL00013835","Surgesa S.A.","United Safety Agents","Surgesa S.A.","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Courchesne Larose","Montreal","12/26/2024",,"No",,,"No",,,,"900.00","20.78","18,699.66",,"No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/10/2025",,"19,851.10","35,992.67",,,"No","4558",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Surgesa S.A.",,"No","1","0",,"No","No",,,,,"10",,,"4558",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4557","4557","Surgesa S.A.","Maersk","MNBU4180033","MAEU248159720",,"28/12/2024","13/01/2025","007ECSUR",,"900",,,"14/01/2025",,,,"Hueneme","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4557",,"MAEU248159720",,"12/24/2024","12/28/2024","01/13/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU248159720","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4557",,"4557",,,,,"MAEU248159720","MAEU248159720","Surgesa S.A.","United Safety Agents","Surgesa S.A.","United Safety Agents",,,"CHILL LOGISTICS/CHANNEL ISLAND","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Courchesne Larose","Montreal","12/24/2024",,"No",,,"No",,,,"900.00","20.32","18,288.40",,"No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Hueneme","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/13/2025",,"19,851.10","35,992.67",,,"No","4557",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Surgesa S.A.",,"No","1","0",,"No","No",,,,,"8",,,"4557",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4559","4559","Marplantis Organic Sustainable Agriculture","ZIM","TRIU8197959","ZIMUGYL00013886",,"22/12/2024","10/01/2025","007ECMAR",,"900",,,"16/01/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4559",,"ZIMUGYL00013886",,"12/26/2024","12/22/2024","01/03/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00013886","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4559",,"4559",,,,,"ZIMUGYL00013886","ZIMUGYL00013886","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Top Banana","New York","12/26/2024",,"No",,,"No",,,,"900.00","20.13","18,121.32","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/03/2025",,"19,851.10","35,992.67",,,"No","4559",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"10",,,"4559",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Top Banana"
